"Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16"
"B",0.463483127753729,0.197338941651079,-0.00431278361407637,0.522889121083963,-0.20797769510307,0.373110077718488,0.808613167662564,0.714982840254493,0.243792426408593,0.455602669695982,-0.260723578951587,-0.50541062628486,0.678590280241913,0.308000907087001,-0.0689118634010053,0.0744732632160151
"E",-0.021751235915049,-0.317192946743697,-0.592581551781162,-0.453937260364582,-2.42421845122302,-1.18111126982608,-0.0943588926742536,0.456716516461725,-0.553348593425134,-1.53784264153898,-0.822715701688472,-1.16834308876341,-0.563945545056012,-0.445774341301577,-0.510220818284155,-2.2040064304431
"B",0.0942906543201526,0.196072059643444,-0.508480751227688,-0.988274595775656,-0.58057576520185,0.441788331687879,0.280879176839744,-0.754575449986451,-0.317788887675846,0.46575307313079,-0.507881314007367,-0.662859290098748,0.16607715096736,-1.19685666623446,-0.698399230708337,0.269580998719179
"B",-0.26227904080537,0.16119348435185,0.261580387628904,-0.210060146249979,1.07871545166977,-0.952849464563263,0.785182719898805,-0.529048887311386,0.729603624083727,0.184920677738195,0.631328479680543,0.611051700976054,0.398931895656991,-0.425219681725618,-0.0270683531442561,0.839112664714398
"E",0.00653393878118021,-0.314164650335043,0.0751559290035008,-0.531028441065258,-0.473270203074519,-1.3935685374414,-0.536339149078856,-0.0115072379497786,-1.78054608645382,-0.136961207317196,-0.766927375124706,-1.80032342209802,-0.0869234346184345,-0.584475560690491,0.259429332920729,-1.10766949589874
"B",0.752197819267141,0.676118459818465,0.458420277593312,-0.147625419870074,0.0692329113888806,0.17020451413017,0.86170764508872,0.358174587191848,0.824819215082096,-0.288385350142137,0.353870983526278,1.18342989052919,0.0137803545879121,0.0502490121975559,-0.41691406861868,0.219588073729476
"D",0.162321575107677,-0.0423446667176176,-0.662248514379419,0.404162371447079,1.08424682197211,1.34622399896289,-0.464391031507322,0.498947933821757,0.681859258530703,1.42150011839046,0.311001130975375,-0.175426464427961,-0.585969292343534,0.663636120864698,0.0761647212760546,0.799079752961496
"C",-1.02102712169883,-0.525916578115068,0.27472173993465,-1.05298111438068,-0.526451763364085,-1.54566982786335,-1.01651294025284,-1.81301244679416,-0.994120563152151,0.0105039880511689,-0.954503934697874,-0.946621517053895,-0.680954644794241,-0.863680125445471,-0.694957676783214,-0.281429684342103
"C",-1.6346493006512,-1.65264863070812,-0.946540110089391,-2.56074535582305,-1.40722890583341,-1.33264791379564,-1.07268285193297,-2.50705901149522,-1.05345499885125,-1.03068323145948,-1.12002902029233,-0.592202339229428,-1.71769734487379,-2.03701639782827,-2.17749983742018,-0.255638905071228
"B",0.259459578706074,-0.852056707302365,0.553016920882279,-0.487083179524341,0.703880982339663,0.993178109233071,-0.35597382803905,-0.0471772106206611,0.722806637557998,2.2343019886501,1.85144842124303,-0.358847105050398,-0.796195970997146,0.848676516252444,0.00149424679856169,0.430650789412759
"E",-0.44693439722865,-0.951451596829905,-1.72732019935107,-0.707122002928703,-0.992213802887959,-1.02379186736142,-0.390625725806912,-0.388032089671553,-1.67008980271634,-0.913761937123143,-1.66025261047548,-2.16364166972688,-0.913134472750738,-0.333335193305808,-1.90421114409365,-2.09295571508576
"A",1.44249393170734,2.33178968513827,0.405813019583071,1.49199760095142,1.22119658743411,0.110452124523816,1.46601418396276,0.965496862610773,0.802813051983532,0.187219452256685,0.0116706690217009,0.386771854619967,1.44042725206234,1.43983616722796,1.91969424325895,0.921865436326751
"E",-0.0479023334013255,0.159066710823348,-0.319462088665831,0.110489796985314,0.436822326991609,-0.452786883992563,-0.146947063890709,0.524061518724981,-1.07920633304166,-0.662323731207652,-0.869739464389361,-0.370543975866186,0.379785722223295,-0.745924638758523,0.34425522433953,0.016020701122
"D",-0.0011516230627686,0.62128638949949,0.490254365813778,0.18864070049714,0.839240133505864,-0.156753596895712,0.0528909944914847,-0.138166292293504,1.17995388200987,0.932098450816264,0.192470688933624,0.527456999650932,0.446229721444745,-0.403104755839227,-0.0416585398744983,0.720560068694616
"D",-0.179572013367243,-0.625611499312861,1.7026856960333,-0.316766415269936,0.90746659638047,1.09216091048676,0.18757847213733,-0.800053858527034,-1.37591265405061,0.340324812264503,1.0102700930004,1.08921951378508,-0.433539771752968,0.730499410063315,-0.795174330848353,0.754591475917567
"A",1.08757093669922,1.18605248206547,0.0575404039895159,0.362020287645829,0.772319663142803,0.125411083247537,0.653630831700163,0.441120986103113,0.812748523400391,0.302529676569194,0.340554917169079,0.337629028769335,0.790835427976801,0.473015889683808,0.445919113123395,-0.111508001346175
"C",-1.26377840433088,-0.96523332504147,-1.32910704385543,-1.13397244784748,1.07466598994275,-1.66206766083314,-0.394671162551746,-1.66091129534105,-1.10507322650839,-1.16535512191201,-0.686672697780273,-0.102158010830998,-1.4480638741074,-0.796810740096513,-2.66847521398655,-1.04787672854477
"D",0.499110681607441,1.05322776634733,0.796446953195185,-0.0300809606636279,0.165706753450185,0.062151210013328,0.460923670182314,-0.131827766601391,1.18475484467178,0.533489692739702,0.19078686916136,0.775596333347985,0.693675657599259,-0.274596844705328,0.62552058439169,1.05986081499586
"D",0.05123420466531,0.141773631657127,0.294155329130187,-0.292164310397505,0.405417022363939,0.658376141085416,0.0337616430437942,-0.142774262613869,1.1398285496528,0.766951545012753,0.721603009675178,0.928853285777375,-0.255022883879145,-0.256611968107497,-0.000206238333982101,1.08668126416158
"D",-0.251066483788757,-0.904188555096358,0.4979656651422,0.477469961875027,0.655894163372436,0.234788385942381,-0.310298491111474,0.667336837782179,1.25360978893184,0.594333613436807,0.613192858447987,0.874534029042394,-0.686740855615133,0.989459492135462,-0.103987274228777,0.880704790879495
"E",0.378200788223052,0.0355928626197484,-0.895105633193639,-0.417931152946102,-1.92632006244222,-1.40292553579518,-0.43257645368689,-0.598341497654032,-1.04647942071665,-0.18719143674607,-1.43538522016904,-2.82215952823144,0.371915458895904,0.21997011867031,0.697112339591326,-1.75614905808536
"E",-0.132504075335315,0.0668625590292421,-1.46739556700512,0.235230459325747,-1.35587649998343,-1.33717899296279,-0.136429930940695,-0.518911939235522,-1.53770614629598,-1.66917386001835,-1.83043002548585,-1.90031569914869,-0.329433159687093,0.871654167339451,-0.454515534410084,-2.21680375627903
"D",0.197530965183763,0.728209584440651,1.22905398668008,0.266692768486008,1.77723128056014,-1.83079125273016,0.525720839158426,-0.547982336336182,1.77473485091337,1.01097233475609,0.982316775592838,0.798720607819129,0.839502854666524,0.400169499652084,1.00077794125242,1.06760785515707
"E",0.137632608899029,-0.235397785215372,-1.28001633620691,-0.148072106396817,-1.88689264399215,-0.976561834053728,-0.360828853426128,0.271696682064341,-1.40615504193461,-1.47338287053725,-1.87748625523147,-2.01981606791261,-0.581659991361259,0.325828785248418,-0.903570719976404,-2.45812896049079
"B",-0.440131305149897,0.453060309522033,0.393335597626906,0.503604586063036,0.168022489142756,0.557997022003671,0.0717897510317868,-0.0983459198751251,0.968564449443069,1.10516018766747,0.816000555149435,0.302678140034786,0.127790451938739,-0.346757057829767,0.0847538947877964,0.378663900499705
"D",0.895227134543871,0.098069863503836,0.796016513672908,-0.228011286489175,-0.663197309719715,1.65694921986017,-0.535451859978688,0.505958149649684,0.673029479280508,1.69606820815813,0.481686388078748,-0.279780117371547,-0.172770583937661,0.559974434587369,0.860092836853071,0.810242682138941
"E",-0.507184587864214,0.279615434964017,0.33126222760055,1.0682645092992,-0.265676876727588,-0.409645669822814,0.355012933098698,0.284391332316752,-0.653787988982883,-0.389154565831163,-0.157997170958205,-0.41742128151615,0.572009914794339,0.131374736538034,0.212151712489617,-0.734409255827525
"B",-0.039934150521464,-0.0461909011759172,0.066868549841112,-0.551749626636946,-0.178519951825321,0.350259976209494,0.284922107118193,-0.584951692108224,0.745335443747218,0.662111207853522,0.266551138889299,0.158410079796596,0.167624658790614,-0.450891567111663,-0.269738782265429,0.752901509772695
"C",-1.74848501647341,-1.73690702887998,-0.567219566221466,-1.52441041369201,0.226762461508652,-1.00238536934399,-1.73724484269413,-1.62162475525769,-1.96360511189039,0.0783218752626739,-0.537416913566589,-1.14537849853549,-1.8382363438439,-1.5410044470141,-1.85889280345454,-0.723161338023839
"C",-1.10889630887455,-1.09598784847875,-0.968978281431553,-0.553768766820146,-0.735698883147186,-1.47131729427395,-0.525581395355915,-0.915238450812664,-1.09770106994822,-1.38763103760323,-1.86324532087799,-0.671648576985925,-0.836716390259698,-0.564658603386003,-1.20141422092312,-0.335292860619095
"B",-0.0277929815297101,0.459501371056208,-0.329917270456296,0.999855688554647,-0.114224662694121,1.25984699929639,0.95885577569158,0.233988173828434,0.0978752029221255,0.850676481703139,0.0901025618084641,-0.692833353252973,0.623266875560565,0.693954031234596,0.374812206999757,0.602739682377836
"D",-0.0438014444924718,-0.0984860300085025,1.29482686060471,-0.261211314938541,1.83505535282232,0.145399011359969,0.340613283718852,-0.146754539968888,1.45309136334267,1.90562219596888,1.69672219754389,1.16425114756758,-0.147922917264639,-0.281784117074762,-0.526021800748426,1.34136275786647
"A",2.11001021187535,1.6734752178194,1.20605998392538,1.36714830847301,0.506250879583954,0.961162933533922,1.46483363829559,1.97292060683301,0.250437084797346,1.03315867881628,-0.032886174851449,-0.352296724323354,1.81151567459162,1.47071959303187,1.77868999572207,0.733386813670398
"B",0.934577787962513,1.22611675541395,0.304778016495373,1.20665918634346,1.78838341430156,0.0604405815984729,0.885431349419483,0.488450208948056,0.898614318405099,0.0577694464699443,0.82746912023487,1.22938901178065,0.956737867955592,1.34248688256433,0.729411833685264,0.125188591528768
"D",0.275597816634305,0.142022892230306,1.4279923361684,0.181927473894652,-0.780691572446246,0.370631752649162,0.304773320884664,0.28806949576789,1.47188287748161,-0.128915412317344,1.62179464955007,1.66845081877636,-0.163222912495282,0.531090060246881,-0.277543980426448,-0.683069587991231
"D",0.326135072076466,0.170417174818553,1.19231478314081,0.811262993436328,0.302872641859828,1.88984223863637,-0.0975245597180734,0.266475684502119,1.333805300355,0.871586128913241,1.70563453108097,1.6834345235984,0.431302483572987,1.06708900322145,0.259845112853017,0.213638869892595
"C",-1.83679543853172,-1.90642946140905,-0.931365672799591,-1.98068990002914,-2.16517028836139,-1.22472812214044,-1.56216565925956,-2.08326066667776,-1.75283812360743,-1.35203325959533,-1.71554285927157,-1.15972013962959,-1.86481224918084,-1.53564031435255,-1.47608372652538,-0.451789385642504
