"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16"
-0.157063266578492,0.0321391542536829,0.146964965226436,0.493476207096593,-0.0283845952300093,-0.953147086092351,-0.992834352316998,-0.133042088506312,-0.672490207317395,0.736173183399883,-0.462109872065027,-1.63984075766297,-0.222561930542812,0.625500458182611,0.323082926868843,-1.27492384354802
0.386220881089101,-0.0510190173937084,1.81964950065056,0.0123634393050275,-0.31723538949086,0.166580207098373,-0.0859747626175811,0.723351102077536,1.47175418646934,1.12702792920415,0.603431060787694,0.793441047527702,-0.0131513645916095,0.175738777958533,0.650070931352128,1.25123885732436
-1.01951884821126,-1.55540114434422,1.39472090122263,-1.17702303501796,0.622096424353666,-0.100733993196244,-0.974652445162708,-0.901825180109273,-1.73711155663832,0.269798790021115,0.252611386258143,0.531259480692583,-1.18402176372429,-1.08194860883272,-1.93356874168454,0.057442850034614
0.460616542960901,0.863250681416574,0.596010697107358,0.070336173175229,-0.186040386686591,0.885625476847406,0.047622402150939,0.147797716881318,0.486167503113936,1.2969383449442,0.744060790171179,-0.356794497174021,0.319881920298665,-0.111253268691395,0.560211971658016,0.0456392373670436
-0.724791249964402,-0.0984026814851769,0.0600896229827447,0.323276682503891,-0.916590862083392,-0.00637962394632797,0.247427876470132,-0.305399537242962,0.111692415484668,0.158817364575357,0.114436942999425,-0.344006450696236,-0.145824745161212,-0.239061821166085,-0.30872388876698,-0.281550629694831
-0.331002094742067,-0.971475694010475,-0.22092895986111,-1.61281128356628,0.184878985953859,0.36511880058698,-1.81223581045663,-0.0792012844320819,0.636468100059228,0.633500119203613,0.391514190424776,0.543042847140116,-2.11682163906233,-1.09111805657084,-0.718114059790527,0.565887306522343
0.795796439888837,0.456130087285238,1.28908029105463,0.0387175269480974,-0.0249587847023696,1.3525296812661,-0.141991779848246,1.01482942328437,0.619722510380694,1.93976011696082,1.05981236292268,-0.168772954293837,0.003535175057315,0.0593025851994451,0.846720493793589,0.706196990859861
-1.08629239377779,-0.226043681102082,1.00734312351151,-0.469206382988293,-0.233846898777115,-1.11245804944324,-0.238806550421947,-0.628233175270097,0.881989540697269,0.795180989209316,0.254494490832446,0.246402751320374,-0.245542986502018,-1.60296795913348,-0.378481452149659,0.730729284703703
1.22230907362648,-0.265852498815619,-0.166385408009552,-0.0135064682614958,-0.15547728585931,1.04704760599809,-0.227219156325685,0.97783953549944,0.248771980679375,0.433381422589872,-0.439252088836946,-0.249689617789975,0.262494230546516,1.03641677134169,0.866343492707489,0.687604094472949
-0.027683393781091,-0.0694870777304093,1.11666722812917,-0.612687949326605,0.210172615668157,-1.30739736948661,0.546323992840294,0.237038644314226,0.654905057327628,0.668800793672128,-0.094378360533221,0.214003483722261,0.247287424655594,-1.51297181591226,-0.720153266608658,0.641115315919036
0.336770851468767,0.265496930281232,-1.32233561187335,-1.13525243450873,-0.416417028112386,-1.78220384272905,-0.125709774213524,-0.908266365865811,-0.284809846020676,-1.14485592878815,-1.12839599658283,-0.92399625584281,0.237437593838967,-0.789935898651496,-0.417265510765044,-1.28366786567091
-0.0831982401210591,-0.47613853037143,0.0595115225678058,-0.945563774972838,0.625590345245756,0.286393733878638,-1.22499329472932,-0.545137185979241,1.04090718277043,1.87189740003767,1.06774160732001,-0.238714652823739,-0.412464861378975,-0.720750626254846,0.148403530753088,0.356730297342853
-0.0331397101070763,-0.262637251618923,-0.00372840572902725,-0.789864508522348,-0.0361559641780427,-0.529598272083962,-0.106648097358219,-0.645456600936031,-0.370344721279541,-0.538386052270536,-0.238080284816624,0.264104415032208,-0.282471380306213,-0.391214040582775,-0.477095653422635,-0.019079601515598
-0.690620059612075,-0.561628441617586,0.575780967038487,-0.399594678548554,-1.31581289272611,-0.0726379645483641,-1.03468231507521,-1.00111212813241,-1.23229348435472,-1.49447066749783,-1.24347856057821,0.606497373289247,-0.743572233248338,0.158399040600698,-0.0207940162764989,0.314016975070036
-0.467591687843361,0.354375006776683,0.0224784484258231,1.3357369368578,-0.759452733625215,0.304047975421861,-0.0123824030977123,0.258652987592882,0.395666205320236,-1.44586408964783,-0.856761104360365,1.2759236616587,-0.372342614749778,1.01695191786649,-0.34517674669866,-0.216792565292385
1.58678350609318,1.63319173828331,0.993948234192564,1.30679756786542,1.13191516525932,1.11577314563099,1.39058709104933,1.59524889553436,1.46570045619817,0.774541792040953,1.10693267416306,1.05692337559404,0.561572708745528,1.86898685790556,0.820455789723178,0.618766576010928
-0.0156546964260777,-0.544320241694278,-0.301755585593855,-0.265956453834354,0.191462747071067,0.958834809983949,-0.777726900719483,0.0750381295057808,0.43733320347738,1.24106252843111,0.451297003068437,-0.511289002488358,-1.15827044284791,0.703724773964958,-0.0979620070068454,0.399577640141664
